Date,OrderID,ChannelID,RegionID,ProductID,Price,Quantity,Total
1/1/2011,116854,1,919,721,248.00,9,"2,232.00"
1/1/2011,119303,1,678,1059,338.00,9,"3,042.00"
1/1/2011,119954,4,529,1038,186.90,8,"1,495.20"
1/1/2011,121940,1,947,1380,21.00,9,189.00
1/1/2011,122852,2,586,338,"1,199.00",8,"9,592.00"
1/1/2011,125340,1,761,815,9.50,8,76.00
1/1/2011,126896,2,800,6,21.57,4,86.28
1/1/2011,127958,4,693,1439,301.00,18,"5,418.00"
1/1/2011,128862,2,800,1317,12.99,4,51.96
1/1/2011,131426,2,586,1299,25.00,8,200.00
1/1/2011,132047,1,750,670,196.00,8,"1,568.00"
1/1/2011,136439,2,586,1389,35.99,8,287.92
1/1/2011,137638,1,903,483,99.00,4,396.00
1/1/2011,138203,4,710,1299,25.00,13,325.00
1/1/2011,140587,1,900,1357,38.99,9,350.91
1/1/2011,144707,1,849,592,499.00,9,"4,491.00"
1/1/2011,148797,1,890,550,109.00,4,436.00
1/1/2011,149160,1,778,1576,12.99,4,51.96
1/1/2011,150380,1,835,730,136.00,9,"1,224.00"
1/1/2011,152338,2,586,1488,300.00,8,"2,400.00"
1/1/2011,153600,1,729,1505,230.00,13,"2,990.00"
1/1/2011,154604,1,849,539,"2,295.00",9,"20,655.00"
1/1/2011,158558,1,867,1605,289.99,9,"2,609.91"
1/1/2011,158847,2,710,909,102.00,6,612.00
1/1/2011,159683,1,754,1011,196.90,8,"1,575.20"
1/1/2011,162442,1,781,1529,255.00,8,"2,040.00"
1/1/2011,162587,2,800,1423,189.00,4,756.00
1/1/2011,164206,1,890,763,23.90,9,215.10
1/1/2011,166970,1,941,1433,308.00,9,"2,772.00"
1/1/2011,167301,1,828,1657,179.99,9,"1,619.91"
1/1/2011,167896,4,693,242,889.00,9,"8,001.00"
1/1/2011,170680,1,938,1252,59.99,4,239.96
1/1/2011,172632,1,892,288,199.00,4,796.00
1/1/2011,172880,4,693,798,23.90,9,215.10
1/1/2011,173453,4,693,1632,17.99,18,323.82
1/1/2011,173470,1,843,1106,322.00,4,"1,288.00"
1/1/2011,173871,1,731,1087,358.00,13,"4,654.00"
1/1/2011,174353,2,800,1351,16.99,4,67.96
1/1/2011,175106,1,936,1433,308.00,9,"2,772.00"
1/1/2011,179789,1,854,980,184.50,9,"1,660.50"
1/1/2011,180202,2,586,1339,35.99,8,287.92
1/1/2011,181821,1,627,725,190.00,9,"1,710.00"
1/1/2011,189065,1,727,4,21.57,6,129.42
1/1/2011,189265,1,562,660,159.00,18,"2,862.00"
1/1/2011,190966,1,774,609,139.00,4,556.00
1/1/2011,191191,1,849,898,41.73,4,166.92
1/1/2011,191405,1,931,448,269.90,12,"3,238.80"
1/1/2011,191600,1,766,976,188.00,8,"1,504.00"
1/1/2011,194603,1,898,550,109.00,4,436.00
1/1/2011,195475,1,772,1446,289.00,8,"2,312.00"
1/1/2011,196024,1,906,3,14.52,4,58.08
1/1/2011,196508,1,849,229,299.90,4,"1,199.60"
1/1/2011,197312,1,763,295,279.00,4,"1,116.00"
1/1/2011,197397,2,586,1143,328.00,4,"1,312.00"
1/1/2011,198499,1,918,1490,129.00,4,516.00
1/1/2011,198917,3,894,1323,35.99,18,647.82
1/1/2011,199111,1,786,817,9.50,4,38.00
1/1/2011,200153,1,811,2515,3.35,80,268.00
1/1/2011,201303,1,717,1460,300.00,13,"3,900.00"
1/1/2011,201625,1,727,1365,28.99,13,376.87
1/1/2011,202366,1,748,811,16.50,8,132.00
1/1/2011,203360,2,586,995,188.50,8,"1,508.00"
1/1/2011,204940,1,860,979,281.00,9,"2,529.00"
1/1/2011,207380,1,930,124,279.99,9,"2,519.91"
1/1/2011,209109,1,853,743,12.95,4,51.80
1/1/2011,210449,4,693,1553,268.00,9,"2,412.00"
1/1/2011,210620,1,873,348,758.00,9,"6,822.00"
1/1/2011,210633,1,756,1527,268.00,8,"2,144.00"
1/1/2011,210814,1,896,513,99.00,4,396.00
1/1/2011,211009,1,783,681,121.00,9,"1,089.00"
1/1/2011,211358,3,894,806,15.90,32,508.80
1/1/2011,212003,1,749,575,"2,295.00",8,"18,360.00"
1/1/2011,212056,1,920,692,248.00,9,"2,232.00"
1/1/2011,214715,1,755,1307,68.00,8,544.00
1/1/2011,219098,1,914,1135,328.00,4,"1,312.00"
1/1/2011,219347,1,937,1017,165.00,4,660.00
1/1/2011,219397,1,755,1500,129.00,4,516.00
1/1/2011,220217,1,949,704,219.00,9,"1,971.00"
1/1/2011,220443,1,882,528,819.00,9,"7,371.00"
1/1/2011,220502,1,798,459,269.90,12,"3,238.80"
1/1/2011,225052,3,894,454,269.90,24,"6,477.60"
1/1/2011,225142,4,693,785,9.50,9,85.50
1/1/2011,226025,1,914,66,25.69,4,102.76
1/1/2011,228039,2,586,643,169.00,8,"1,352.00"
1/1/2011,230955,2,586,712,129.00,8,"1,032.00"
1/1/2011,231553,2,586,1400,35.99,16,575.84
1/1/2011,231890,4,529,301,319.00,8,"2,552.00"
1/1/2011,234796,4,529,1515,230.00,8,"1,840.00"
1/1/2011,235379,2,710,673,79.00,6,474.00
1/1/2011,237516,1,860,953,188.50,9,"1,696.50"
1/1/2011,237655,1,948,1252,59.99,4,239.96
1/1/2011,240331,3,894,1495,230.00,36,"8,280.00"
1/1/2011,240670,2,800,932,55.00,4,220.00
1/1/2011,240742,1,933,2488,14.99,80,"1,199.20"
1/1/2011,240851,1,677,383,599.00,9,"5,391.00"
1/1/2011,243563,1,778,1658,109.99,4,439.96
1/1/2011,247524,2,800,739,236.00,9,"2,124.00"
1/1/2011,247654,1,891,1084,646.00,9,"5,814.00"
1/1/2011,248536,1,796,1088,673.00,9,"6,057.00"
1/1/2011,251389,1,778,1395,16.99,8,135.92
1/1/2011,258481,2,710,951,281.00,13,"3,653.00"
1/1/2011,259260,1,875,904,75.99,4,303.96
1/1/2011,260162,1,850,1440,189.00,4,756.00
1/1/2011,260647,1,788,1490,129.00,8,"1,032.00"
1/1/2011,265917,1,930,1435,293.00,9,"2,637.00"
1/1/2011,266040,1,803,436,369.00,27,"9,963.00"
1/1/2011,266561,1,906,951,281.00,9,"2,529.00"
1/1/2011,268014,4,529,1379,23.00,8,184.00
1/1/2011,270037,3,894,1455,290.00,18,"5,220.00"
1/1/2011,270678,1,820,1421,290.00,9,"2,610.00"
1/1/2011,271076,1,529,1428,268.00,8,"2,144.00"
1/1/2011,272053,1,875,603,229.00,9,"2,061.00"
1/1/2011,276213,3,894,621,139.00,8,"1,112.00"
1/1/2011,278047,1,903,294,299.00,9,"2,691.00"
1/1/2011,279450,1,928,1284,24.99,4,99.96
1/1/2011,279844,1,678,1104,427.00,9,"3,843.00"
1/1/2011,282173,1,848,1009,188.50,9,"1,696.50"
1/1/2011,283252,1,941,292,500.00,9,"4,500.00"
1/1/2011,283470,1,734,807,11.90,6,71.40
1/1/2011,287280,1,922,1069,588.00,9,"5,292.00"
1/1/2011,287351,1,796,952,184.50,9,"1,660.50"
1/1/2011,289845,1,811,713,160.00,9,"1,440.00"
1/1/2011,292576,1,941,1515,230.00,9,"2,070.00"
1/1/2011,292873,1,943,1071,338.00,9,"3,042.00"
1/1/2011,293346,1,765,1344,16.00,8,128.00
1/1/2011,297499,1,867,563,"2,295.00",9,"20,655.00"
1/1/2011,297895,1,774,702,79.00,4,316.00
1/1/2011,299125,1,875,281,889.00,9,"8,001.00"
1/1/2011,300661,1,874,1284,24.99,4,99.96
1/1/2011,301371,2,800,713,160.00,9,"1,440.00"
1/1/2011,304604,2,800,654,129.00,18,"2,322.00"
1/1/2011,306051,1,840,1527,268.00,9,"2,412.00"
1/1/2011,307709,3,894,695,163.00,36,"5,868.00"
1/1/2011,311821,2,586,902,44.00,4,176.00
1/1/2011,311963,1,943,515,59.00,4,236.00
1/1/2011,312122,1,818,985,231.00,9,"2,079.00"
1/1/2011,312338,1,871,1251,59.99,4,239.96
1/1/2011,313427,1,558,951,281.00,13,"3,653.00"
1/1/2011,314441,1,769,1530,266.00,8,"2,128.00"
1/1/2011,315616,1,756,725,190.00,8,"1,520.00"
1/1/2011,316495,4,529,574,109.00,4,436.00
1/1/2011,321170,1,757,1039,196.90,8,"1,575.20"
1/1/2011,322607,1,786,843,26.90,4,107.60
1/1/2011,322990,1,749,1650,289.99,8,"2,319.92"
1/1/2011,325674,2,800,1520,280.00,36,"10,080.00"
1/1/2011,326253,1,921,1525,402.00,9,"3,618.00"
1/1/2011,327193,1,832,904,75.99,4,303.96
1/1/2011,327623,1,775,670,196.00,16,"3,136.00"
1/1/2011,328287,1,765,777,13.90,4,55.60
1/1/2011,330053,1,845,191,66.00,4,264.00
1/1/2011,332563,3,894,1542,330.00,18,"5,940.00"
1/1/2011,335853,1,949,1629,9.99,4,39.96
1/1/2011,337720,1,729,978,290.00,13,"3,770.00"
1/1/2011,338193,4,529,1085,568.00,8,"4,544.00"
1/1/2011,340824,1,890,1640,22.89,9,206.01
1/1/2011,343270,2,800,1494,208.00,9,"1,872.00"
1/1/2011,344143,1,837,543,229.00,9,"2,061.00"
1/1/2011,344205,1,756,1112,645.00,8,"5,160.00"
1/1/2011,344303,2,586,1042,198.00,16,"3,168.00"
1/1/2011,344570,3,894,555,229.00,54,"12,366.00"
1/1/2011,346167,4,529,728,196.00,8,"1,568.00"
1/1/2011,346317,2,586,253,299.00,12,"3,588.00"
1/1/2011,353789,2,800,1640,22.89,9,206.01
1/1/2011,357718,1,798,120,119.99,4,479.96
1/1/2011,357832,1,551,909,102.00,4,408.00
1/1/2011,358404,1,826,254,329.00,9,"2,961.00"
1/1/2011,358669,4,529,1641,12.66,8,101.28
1/1/2011,358903,4,529,746,16.50,8,132.00
1/1/2011,359421,1,853,1008,184.50,9,"1,660.50"
1/1/2011,359556,1,829,637,229.00,9,"2,061.00"
1/1/2011,361337,1,931,298,309.00,9,"2,781.00"
1/1/2011,363033,4,710,253,299.00,6,"1,794.00"
1/1/2011,363338,1,627,1026,198.00,9,"1,782.00"
1/1/2011,363866,1,898,1562,238.00,9,"2,142.00"
1/1/2011,364297,1,740,1528,302.00,8,"2,416.00"
1/1/2011,367096,2,586,1000,129.00,4,516.00
1/1/2011,367870,1,854,882,13.00,4,52.00
1/1/2011,367930,4,693,313,269.00,4,"1,076.00"
1/1/2011,373454,1,849,777,13.90,4,55.60
1/1/2011,375273,1,732,125,143.40,6,860.40
1/1/2011,375335,1,835,1024,186.90,9,"1,682.10"
1/1/2011,377015,1,790,880,13.00,4,52.00
1/1/2011,378610,3,894,1074,312.00,8,"2,496.00"
1/1/2011,378698,1,937,40,299.23,9,"2,693.07"
1/1/2011,379582,1,598,791,29.90,9,269.10
1/1/2011,380841,1,843,1363,22.99,9,206.91
1/1/2011,381744,1,864,901,44.00,4,176.00
1/1/2011,381908,1,952,1610,289.99,9,"2,609.91"
1/1/2011,385167,1,727,485,99.00,6,594.00
1/1/2011,385333,4,529,691,236.00,8,"1,888.00"
1/1/2011,385354,1,922,497,99.00,4,396.00
1/1/2011,385927,1,745,1320,26.99,8,215.92
1/1/2011,386382,1,885,978,290.00,9,"2,610.00"
1/1/2011,387366,1,878,1510,129.00,4,516.00
1/1/2011,387550,1,756,1461,308.00,8,"2,464.00"
1/1/2011,389007,1,783,988,148.00,4,592.00
1/1/2011,390393,1,811,1468,189.00,4,756.00
1/1/2011,391048,2,800,816,11.50,4,46.00
1/1/2011,391640,1,739,298,309.00,8,"2,472.00"
1/1/2011,393872,1,743,1066,312.00,4,"1,248.00"
1/1/2011,395140,1,840,929,33.99,4,135.96
1/1/2011,397768,1,759,1048,427.00,8,"3,416.00"
1/1/2011,398455,1,776,1013,231.00,8,"1,848.00"
1/1/2011,398921,2,800,419,369.00,27,"9,963.00"
1/1/2011,399029,1,849,240,299.00,4,"1,196.00"
1/1/2011,400061,1,881,651,116.00,9,"1,044.00"
1/1/2011,400256,1,736,540,"2,499.00",8,"19,992.00"
1/1/2011,402506,3,894,759,11.90,16,190.40
1/1/2011,402776,1,835,474,49.00,4,196.00
1/1/2011,403366,2,586,2507,4.74,80,379.20
1/1/2011,406370,1,850,670,196.00,9,"1,764.00"
1/1/2011,406723,3,894,591,229.00,18,"4,122.00"
1/1/2011,407440,3,894,120,119.99,8,959.92
1/1/2011,409133,4,529,1006,290.00,8,"2,320.00"
1/1/2011,409215,1,932,691,236.00,9,"2,124.00"
1/1/2011,410015,1,835,837,11.90,4,47.60
1/1/2011,411426,1,734,1585,22.89,13,297.57
1/1/2011,411622,1,768,928,33.99,4,135.96
1/1/2011,411812,1,551,469,99.00,4,396.00
1/1/2011,411972,2,800,927,33.99,4,135.96
1/1/2011,412897,1,845,746,16.50,9,148.50
1/1/2011,414154,3,894,1490,129.00,8,"1,032.00"
1/1/2011,414584,4,693,663,248.00,27,"6,696.00"
1/1/2011,415529,2,800,538,99.00,4,396.00
1/1/2011,415986,1,501,1090,332.00,8,"2,656.00"
1/1/2011,418810,1,728,786,11.50,6,69.00
1/1/2011,420017,1,941,756,29.90,9,269.10
1/1/2011,421168,1,881,296,259.00,4,"1,036.00"
1/1/2011,422032,1,843,418,269.95,12,"3,239.40"
1/1/2011,422933,1,928,1612,179.99,9,"1,619.91"
1/1/2011,425551,3,894,1508,300.00,36,"10,800.00"
1/1/2011,425972,1,501,927,33.99,4,135.96
1/1/2011,427903,1,849,1449,300.00,9,"2,700.00"
1/1/2011,429328,2,586,1450,308.00,8,"2,464.00"
1/1/2011,431589,4,529,879,13.00,8,104.00
1/1/2011,434316,1,942,127,143.40,4,573.60
1/1/2011,435049,1,781,580,499.00,8,"3,992.00"
1/1/2011,435679,1,711,229,299.90,6,"1,799.40"
1/1/2011,437482,1,756,1140,480.50,8,"3,844.00"
1/1/2011,437638,1,825,801,19.90,4,79.60
1/1/2011,438463,1,742,901,44.00,4,176.00
1/1/2011,440136,1,712,1056,627.00,13,"8,151.00"
1/1/2011,441441,1,763,679,78.00,8,624.00
1/1/2011,441826,1,918,708,78.00,4,312.00
1/1/2011,446186,1,775,474,49.00,4,196.00
1/1/2011,446253,2,710,1529,255.00,13,"3,315.00"
1/1/2011,450563,2,800,1378,22.00,27,594.00
1/1/2011,451707,4,529,1594,9.99,4,39.96
1/1/2011,453293,1,750,1465,199.00,4,796.00
1/1/2011,454232,1,786,1052,627.00,9,"5,643.00"
1/1/2011,454857,3,894,1527,268.00,18,"4,824.00"
1/1/2011,457038,1,738,1636,12.66,8,101.28
1/1/2011,458059,1,773,1568,280.00,8,"2,240.00"
1/1/2011,458749,4,710,210,299.00,6,"1,794.00"
1/1/2011,459945,1,937,1510,129.00,4,516.00
1/1/2011,460879,1,930,1297,25.00,9,225.00
1/1/2011,463758,1,777,663,248.00,8,"1,984.00"
1/1/2011,463808,1,785,1063,338.00,9,"3,042.00"
1/1/2011,466926,1,782,1283,24.99,4,99.96
1/1/2011,468699,1,776,1524,330.00,8,"2,640.00"
1/1/2011,469029,1,737,501,59.00,4,236.00
1/1/2011,471161,4,529,1588,13.89,8,111.12
1/1/2011,471480,4,710,1532,280.00,13,"3,640.00"
1/1/2011,472882,1,890,1584,9.99,4,39.96
1/1/2011,473747,1,760,1046,312.00,4,"1,248.00"
1/1/2011,478981,1,781,699,196.00,8,"1,568.00"
1/1/2011,479590,2,586,1138,391.90,8,"3,135.20"
1/1/2011,481060,1,915,206,569.00,9,"5,121.00"
1/1/2011,481061,3,894,308,500.00,18,"9,000.00"
1/1/2011,481780,2,800,771,15.90,8,127.20
1/1/2011,484481,1,818,820,25.50,4,102.00
1/1/2011,486277,1,764,1116,645.00,8,"5,160.00"
1/1/2011,486860,4,529,791,29.90,8,239.20
1/1/2011,486969,4,710,777,13.90,6,83.40
1/1/2011,488761,1,789,932,55.00,4,220.00
1/1/2011,490364,1,891,1111,328.00,4,"1,312.00"
1/1/2011,490799,2,586,653,136.00,8,"1,088.00"
1/1/2011,491169,1,745,1596,12.66,8,101.28
1/1/2011,492028,3,894,1000,129.00,8,"1,032.00"
1/1/2011,494671,2,800,1353,26.99,9,242.91
1/1/2011,498157,1,788,226,299.00,4,"1,196.00"
1/1/2011,498673,1,919,117,169.99,4,679.96
1/1/2011,499944,1,912,240,299.00,4,"1,196.00"
1/1/2011,502251,4,693,816,11.50,4,46.00
1/1/2011,502520,1,839,737,159.00,9,"1,431.00"
1/1/2011,503214,1,938,262,199.00,4,796.00
1/1/2011,505282,1,804,1088,673.00,9,"6,057.00"
1/1/2011,505832,1,796,1490,129.00,4,516.00
1/1/2011,506356,1,932,821,29.90,9,269.10
1/1/2011,507635,1,922,293,499.00,9,"4,491.00"
1/1/2011,508102,1,814,1104,427.00,9,"3,843.00"
1/1/2011,510512,3,894,486,69.00,16,"1,104.00"
1/1/2011,511496,1,798,483,99.00,4,396.00
1/1/2011,512645,1,933,1077,568.00,9,"5,112.00"
1/1/2011,521700,2,800,1475,230.00,27,"6,210.00"
1/1/2011,525076,1,845,1461,308.00,9,"2,772.00"
1/1/2011,525453,1,651,1450,308.00,8,"2,464.00"
1/1/2011,527108,1,941,180,69.00,4,276.00
1/1/2011,530495,3,894,642,159.00,18,"2,862.00"
1/1/2011,532980,2,800,1038,186.90,9,"1,682.10"
1/1/2011,533047,4,529,638,499.00,16,"7,984.00"
1/1/2011,533418,3,894,597,139.00,16,"2,224.00"
1/1/2011,533433,4,529,1347,21.00,8,168.00
1/1/2011,533893,1,453,767,15.50,4,62.00
1/1/2011,534403,1,737,1590,22.89,8,183.12
1/1/2011,535704,1,551,1439,301.00,9,"2,709.00"
1/1/2011,537040,1,759,1083,358.00,8,"2,864.00"
1/1/2011,541060,1,947,844,26.90,4,107.60
1/1/2011,544319,3,894,1045,588.00,18,"10,584.00"
1/1/2011,544491,1,743,621,139.00,4,556.00
1/1/2011,545737,1,768,309,499.00,8,"3,992.00"
1/1/2011,551218,1,810,587,"2,295.00",9,"20,655.00"
1/1/2011,553702,1,909,298,309.00,9,"2,781.00"
1/1/2011,555185,1,773,551,"2,295.00",8,"18,360.00"
1/1/2011,555382,1,529,563,"2,295.00",8,"18,360.00"
1/1/2011,556361,2,710,268,889.00,13,"11,557.00"
1/1/2011,556902,1,815,372,758.00,9,"6,822.00"
1/1/2011,557503,1,952,1378,22.00,9,198.00
1/1/2011,558146,1,825,385,326.00,4,"1,304.00"
1/1/2011,558400,1,940,1034,290.00,9,"2,610.00"
1/1/2011,558604,1,853,240,299.00,4,"1,196.00"
1/1/2011,558965,1,875,1470,129.00,4,516.00
1/1/2011,559845,1,724,1379,23.00,13,299.00
1/1/2011,560565,1,865,500,69.00,4,276.00
1/1/2011,560739,1,873,1079,358.00,9,"3,222.00"
1/1/2011,560810,4,710,266,299.00,12,"3,588.00"
1/1/2011,561427,1,708,1094,332.00,13,"4,316.00"
1/1/2011,562323,1,758,512,129.00,4,516.00
1/1/2011,562772,1,922,1250,59.99,4,239.96
1/1/2011,564426,4,693,1296,25.00,9,225.00
1/1/2011,565747,1,849,767,15.50,4,62.00
1/1/2011,565971,1,728,781,16.50,13,214.50
1/1/2011,566424,3,894,708,78.00,16,"1,248.00"
1/1/2011,567263,1,716,1120,657.00,13,"8,541.00"
1/1/2011,567337,1,940,1365,28.99,9,260.91
1/1/2011,568153,1,947,248,399.00,9,"3,591.00"
1/1/2011,569114,1,912,1593,13.89,9,125.01
1/1/2011,569991,1,886,699,196.00,9,"1,764.00"
1/1/2011,570142,1,837,567,229.00,9,"2,061.00"
1/1/2011,570281,4,693,718,159.00,9,"1,431.00"
1/1/2011,574738,1,849,514,69.00,4,276.00
1/1/2011,575928,1,732,1352,22.99,13,298.87
1/1/2011,580624,2,710,1449,300.00,26,"7,800.00"
1/1/2011,580896,1,920,973,200.00,9,"1,800.00"
1/1/2011,581060,1,945,1440,189.00,4,756.00
1/1/2011,581473,1,949,499,99.00,4,396.00
1/1/2011,581522,1,586,378,758.00,8,"6,064.00"
1/1/2011,582230,1,787,1638,13.89,9,125.01
1/1/2011,582769,1,881,718,159.00,9,"1,431.00"
1/1/2011,583144,4,693,761,16.90,8,135.20
1/1/2011,583266,1,822,543,229.00,9,"2,061.00"
1/1/2011,583577,1,854,1125,436.20,9,"3,925.80"
1/1/2011,584024,3,894,488,49.00,16,784.00
1/1/2011,589289,1,811,229,299.90,4,"1,199.60"
1/1/2011,589630,1,911,772,11.90,4,47.60
1/1/2011,596194,2,800,1023,188.50,18,"3,393.00"
1/1/2011,599020,1,792,1317,12.99,4,51.96
1/1/2011,601359,1,922,1361,49.99,9,449.91
1/1/2011,604013,1,850,993,281.00,9,"2,529.00"
1/1/2011,605084,2,586,1519,310.00,24,"7,440.00"
1/1/2011,605296,2,800,1658,109.99,4,439.96
1/1/2011,605833,2,710,782,12.95,6,77.70
1/1/2011,609341,1,763,1373,14.19,4,56.76
1/1/2011,611736,1,551,1449,300.00,18,"5,400.00"
1/1/2011,613427,1,785,246,329.00,9,"2,961.00"
1/1/2011,616018,1,806,880,13.00,4,52.00
1/1/2011,616591,1,938,1545,268.00,9,"2,412.00"
1/1/2011,620083,2,800,1601,159.99,9,"1,439.91"
1/1/2011,623459,4,710,739,236.00,13,"3,068.00"
1/1/2011,625511,1,764,1110,302.00,6,"1,812.00"
1/1/2011,627295,1,918,1467,301.00,9,"2,709.00"
1/1/2011,627565,1,885,153,469.97,9,"4,229.73"
1/1/2011,629551,1,735,329,269.00,6,"1,614.00"
1/1/2011,630052,1,940,1297,25.00,9,225.00
1/1/2011,630431,1,804,751,11.50,4,46.00
1/1/2011,630502,3,894,357,330.00,8,"2,640.00"
1/1/2011,630856,1,816,454,269.90,12,"3,238.80"
1/1/2011,632626,1,898,363,699.00,9,"6,291.00"
1/1/2011,634716,1,849,527,99.00,4,396.00
1/1/2011,640607,1,840,1656,159.99,9,"1,439.91"
1/1/2011,641986,1,831,976,188.00,9,"1,692.00"
1/1/2011,642575,4,529,928,33.99,8,271.92
1/1/2011,642663,1,712,1584,9.99,6,59.94
1/1/2011,643454,1,857,196,269.90,4,"1,079.60"
1/1/2011,643837,3,894,675,219.00,36,"7,884.00"
1/1/2011,644294,1,748,1035,281.00,8,"2,248.00"
1/1/2011,645091,1,892,1561,402.00,9,"3,618.00"
1/1/2011,645413,1,782,440,219.95,12,"2,639.40"
1/1/2011,645715,1,714,973,200.00,13,"2,600.00"
1/1/2011,645776,1,708,356,456.90,13,"5,939.70"
1/1/2011,646085,2,800,430,269.95,12,"3,239.40"
1/1/2011,648247,1,942,256,409.00,9,"3,681.00"
1/1/2011,648769,1,932,682,136.00,9,"1,224.00"
1/1/2011,649499,1,882,813,13.50,4,54.00
